,stationid,compname,time,gml$Point_gml$coord_X,gml$Point_gml$coord_Y,gml$Point_gml$coord_Z,gml$Point_srsName,subzahl,meantype,value,unit,valueclass,MetaInfo_Name,MetaInfo_Location,MetaInfo_Owner
646,09:AKC,Feinstaub (PM2.5),1659726000,16.349818,48.21911,184.0,EPSG:31287,1,HMW,6.0,µg/m³,NOCLASS,AKH,"Allgemeines Krankenhaus, Ostringweg (zwischen Gebäuden BT25)",Gemeinde Wien - MA22 Umweltschutz
647,09:SCHA,Feinstaub (PM2.5),1659726000,16.301563,48.23537,319.0,EPSG:31287,1,HMW,6.0,µg/m³,NOCLASS,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",Gemeinde Wien - MA22 Umweltschutz
648,02:WO15,Feinstaub (PM2.5),1659726000,14.84346,46.834975,460.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung
649,03:0201,Feinstaub (PM2.5),1659726000,16.20573,47.9592,265.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,"Bad Vöslau, Gainfarn","Kottingbrunner Straße, Gymnasium Gainfarn, Sportplatz",Amt der Niederösterreichischen Landesregierung
650,03:1401,Feinstaub (PM2.5),1659726000,16.3022222,48.0861111,215.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),Amt der Niederösterreichischen Landesregierung
651,04:S156,Feinstaub (PM2.5),1659726000,13.03923,48.257474,350.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung
652,06:176,Feinstaub (PM2.5),1659726000,15.270528,47.425667,504.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,B116 (Bruck an der Mur),Wiener Straße 77,Amt der Steiermärkischen Landesregierung
653,09:A23,Feinstaub (PM2.5),1659726000,16.43455,48.20306,162.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",Gemeinde Wien - MA22 Umweltschutz
654,09:BELG,Feinstaub (PM2.5),1659726000,16.3614172222222,48.1743530555556,218.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Belgradplatz,"Belgradplatz (Südostecke), Gstr.Nr. 816/252",Gemeinde Wien - MA22 Umweltschutz
655,09:LIES,Feinstaub (PM2.5),1659726000,16.30127778,48.14125,211.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Liesing - Carlberger-Gasse Gewerbegebiet,"Carlberger-Gasse 69 (Gst. Nr. 273/11, KG Erlaa)",Gemeinde Wien - MA22 Umweltschutz
656,09:STAD,Feinstaub (PM2.5),1659726000,16.458345,48.226360833333,159.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Stadlau,"Hausgrundweg 23, Gstr. 254/1",Gemeinde Wien - MA22 Umweltschutz
657,09:TAB,Feinstaub (PM2.5),1659726000,16.3809180555556,48.2167394444444,162.0,EPSG:31287,1,HMW,7.0,µg/m³,NOCLASS,Taborstraße,Ecke Taborstraße - Glockengasse,Gemeinde Wien - MA22 Umweltschutz
658,10:ZOE2,Feinstaub (PM2.5),1659726000,14.44095,47.83828,899.0,EPSG:31287,2,HMW,7.0,µg/m³,NOCLASS,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt
659,01:0001,Feinstaub (PM2.5),1659726000,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung
660,03:0101,Feinstaub (PM2.5),1659726000,14.8788,48.1199,270.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,Amstetten,"Anzengruberstraße, Parkplatz vor der Schule",Amt der Niederösterreichischen Landesregierung
661,03:0104,Feinstaub (PM2.5),1659726000,14.51954,48.19234,265.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,"St. Valentin A1, Buchenstraße","Attenhofen, Buchenstraße/Kaufpark",Amt der Niederösterreichischen Landesregierung
662,04:S108,Feinstaub (PM2.5),1659726000,14.574722222222,48.53111111,918.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,Amt der Oberösterreichischen Landesregierung
663,09:FLO,Feinstaub (PM2.5),1659726000,16.396954,48.261086,164.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,Floridsdorf,"Floridsdorf, Gerichtsgasse 1a (Prager Str. 65m)",Gemeinde Wien - MA22 Umweltschutz
664,09:GAUD,Feinstaub (PM2.5),1659726000,16.3393311111111,48.1871469444444,179.0,EPSG:31287,1,HMW,8.0,µg/m³,NOCLASS,Gaudenzdorf,"Umspannwerk Gaudenzdorfer Gürtel, Dunklerg. 1-7/O. Perl-Weg",Gemeinde Wien - MA22 Umweltschutz
665,03:1903,Feinstaub (PM2.5),1659726000,15.8578,48.331,192.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,Trasdorf im Tullnerfeld,Kaindorfer Straße,Amt der Niederösterreichischen Landesregierung
666,04:S406,Feinstaub (PM2.5),1659726000,14.0366,48.1649,316.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung
667,04:S409,Feinstaub (PM2.5),1659726000,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung
668,04:S416,Feinstaub (PM2.5),1659726000,14.31479,48.27329,265.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung
669,04:S432,Feinstaub (PM2.5),1659726000,13.60892,47.97386,485.0,EPSG:31287,1,HMW,9.0,µg/m³,NOCLASS,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,Amt der Oberösterreichischen Landesregierung
670,03:1901,Feinstaub (PM2.5),1659726000,16.0625,48.329445,178.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",Amt der Niederösterreichischen Landesregierung
671,04:S173,Feinstaub (PM2.5),1659726000,14.3665,48.27975,250.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung
672,04:S184,Feinstaub (PM2.5),1659726000,14.297502777777778,48.30611944444444,260.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,"Linz Stadtpark, Noßbergerstraße","Noßbergerstraße, hinter Museumstraße 34a",Amt der Oberösterreichischen Landesregierung
673,04:S404,Feinstaub (PM2.5),1659726000,14.23755,48.22535,274.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,Traun Tischlerstraße,Tischlerstrasse Kindergarten,Amt der Oberösterreichischen Landesregierung
674,04:S415,Feinstaub (PM2.5),1659726000,14.2977778,48.323333,255.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung
675,04:S431,Feinstaub (PM2.5),1659726000,14.28217,48.30299,262.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,Linz Römerberg B139,"Kapuzinerstraße B139, Parkplatz Klammstr.",Amt der Oberösterreichischen Landesregierung
676,06:197,Feinstaub (PM2.5),1659726000,15.540555555555557,46.77833333333333,272.0,EPSG:31287,1,HMW,10.0,µg/m³,NOCLASS,Leibnitz Lastenstraße,"Lastenstraße 12, Volksschule",Amt der Steiermärkischen Landesregierung
677,01:0012,Feinstaub (PM2.5),1659686400,,,,EPSG:31287,1,HMW,11.0,µg/m³,NOCLASS,Illmitz im Burgenländischen Messnetz (könnten UBA-Daten drauf sein),,Amt der Burgenländischen Landesregierung
678,04:S217,Feinstaub (PM2.5),1659726000,14.436944444444444,48.20944444444445,255.0,EPSG:31287,1,HMW,11.0,µg/m³,NOCLASS,Enns Kristein 3 - A1 Westautobahn,"Ental 4, Autobahn A1, Abfahrt B309, Eckmayer-Mühle",Amt der Oberösterreichischen Landesregierung
679,05:1000,Feinstaub (PM2.5),1659726000,13.05329,47.7974,425.0,EPSG:31287,1,HMW,11.0,µg/m³,NOCLASS,Salzburg Rudolfsplatz,Rudolfsplatz (Grünfläche in der Mitte),Amt der Salzburger Landesregierung
680,10:ENK1,Feinstaub (PM2.5),1659726000,13.67085,48.39167,525.0,EPSG:31287,2,HMW,11.0,µg/m³,NOCLASS,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt
681,04:S407,Feinstaub (PM2.5),1659726000,13.6676111,48.0008965,420.0,EPSG:31287,1,HMW,12.0,µg/m³,NOCLASS,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung
682,04:S235,Feinstaub (PM2.5),1659726000,13.720737,47.815855,1602.0,EPSG:31287,1,HMW,13.0,µg/m³,NOCLASS,Feuerkogel (Höllengebirge),Feuerkogel 3,Amt der Oberösterreichischen Landesregierung
683,06:107,Feinstaub (PM2.5),1659726000,15.15277777777778,47.04472222222222,390.0,EPSG:31287,1,HMW,13.0,µg/m³,NOCLASS,Voitsberg Mühlgasse,"Mühlgasse, Ecke Franz Josef-Straße",Amt der Steiermärkischen Landesregierung
684,04:S125,Feinstaub (PM2.5),1659726000,13.632222222222223,47.71611111111111,460.0,EPSG:31287,1,HMW,14.0,µg/m³,NOCLASS,"Bad Ischl, Rettenbachwaldstraße",Rettenbachwaldstraße 5 (Holzplatz der Gemeinde),Amt der Oberösterreichischen Landesregierung
685,06:178,Feinstaub (PM2.5),1659726000,15.628392,47.215703,459.0,EPSG:31287,1,HMW,14.0,µg/m³,NOCLASS,Weiz Bahnhofstraße,Bahnhofstraße 7,Amt der Steiermärkischen Landesregierung
686,03:1905,Feinstaub (PM2.5),1659726000,15.96666667,48.32222222,182.0,EPSG:31287,1,HMW,15.0,µg/m³,NOCLASS,Neusiedl im Tullnerfeld,Neusiedl im Tullnerfeld,Amt der Niederösterreichischen Landesregierung
687,03:2604,Feinstaub (PM2.5),1659726000,14.77227777777778,48.04511111111111,330.0,EPSG:31287,1,HMW,17.0,µg/m³,NOCLASS,Kematen an der Ybbs,Gimpersdorf,Amt der Niederösterreichischen Landesregierung
688,02:KA71,Feinstaub (PM2.5),1659724200,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,23.0,µg/m³,NOCLASS,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung
689,03:0407,Feinstaub (PM2.5),1659726000,16.63638889,48.230833333,150.0,EPSG:31287,1,HMW,85.0,µg/m³,NOCLASS,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,Amt der Niederösterreichischen Landesregierung
690,02:WO15,Schwefeldioxid,1659733200,14.84346,46.834975,460.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Wolfsberg Hauptschule,"Hauptschule, Klagenfurter Str. (B70), Hans Schreiber-Str. 1",Amt der Kärntner Landesregierung
691,06:106,Schwefeldioxid,1659735000,15.086667,47.06333,445.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Köflach,"Alter Rathausplatz, Volksschule Schulweg (B70: 90m)",Amt der Steiermärkischen Landesregierung
692,06:177,Schwefeldioxid,1659735000,14.244676,47.565439,649.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Liezen Pyhrnbach,Alte Gasse 12,Amt der Steiermärkischen Landesregierung
693,06:185,Schwefeldioxid,1659735000,15.956111,46.7675,415.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Klöch bei Bad Radkersburg,"Seindl, Dissay-Weg",Amt der Steiermärkischen Landesregierung
694,06:190,Schwefeldioxid,1659735000,15.36778,46.65195,785.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Arnfels - Remschnigg,"Steirischer Possruck, Remschnigg, Isaak",Amt der Steiermärkischen Landesregierung
695,10:ILL1,Schwefeldioxid,1659735000,16.76639,47.77028,117.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Illmitz am Neusiedler See,Biologische Station Illmitz,Umweltbundesamt
696,10:VOR1,Schwefeldioxid,1659733200,12.972,46.6775,1010.0,EPSG:31287,1,HMW,0.0,µg/m³,1,Vorhegg bei Kötschach-Mauthen,"Kreuth 8b, Josef Zobernig",Umweltbundesamt
697,02:KA71,Schwefeldioxid,1659733200,14.299144444444444,46.62661666666667,445.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Klagenfurt Sterneckstraße,Sterneckstraße (gegenüber Nr. 17),Amt der Kärntner Landesregierung
698,02:M121,Schwefeldioxid,1659733200,13.70345,46.5584,574.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Arnoldstein Gailitz Waldsiedlungsstraße,"Waldsiedlungsstraße 5, gegenüber Föhrenweg 10",Amt der Kärntner Landesregierung
699,02:M226,Schwefeldioxid,1659733200,14.39826,46.61011,420.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Ebenthal Zell,Niederdorferstraße 5,Amt der Kärntner Landesregierung
700,03:0407,Schwefeldioxid,1659733200,16.63638889,48.230833333,150.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Groß-Enzersdorf - Glinzendorf,L3010 zwischen Glinzendorf und Rutzendorf,Amt der Niederösterreichischen Landesregierung
701,03:0502,Schwefeldioxid,1659733200,15.04666667,48.8786111,570.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Heidenreichstein Thaures,Thaures,Amt der Niederösterreichischen Landesregierung
702,04:S108,Schwefeldioxid,1659735000,14.574722222222,48.53111111,918.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Grünbach bei Freistadt,Oberrauchenödt Kirche St. Michael,Amt der Oberösterreichischen Landesregierung
703,04:S409,Schwefeldioxid,1659733200,14.442777777777776,48.04944444444444,305.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Steyr Münichholz,"Siedlung Münichholz, Holzstrasse, Karl Punzer-Straße 1",Amt der Oberösterreichischen Landesregierung
704,04:S432,Schwefeldioxid,1659733200,13.60892,47.97386,485.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Lenzing Hauptstraße,Park Hauptstraße/Stefan Fadinger-Straße,Amt der Oberösterreichischen Landesregierung
705,06:138,Schwefeldioxid,1659735000,15.4151111111111,47.0943611111,355.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Graz Nord Gösting,"Graz Nord, Josef Ornig-Strasse 16, Umspannwerk, Sportplatz",Amt der Steiermärkischen Landesregierung
706,06:142,Schwefeldioxid,1659735000,15.0745,47.37555555555556,555.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Leoben Donawitz Kindergarten,Kindergarten Pestalozzigasse (Pz.Nr. 71/8),Amt der Steiermärkischen Landesregierung
707,06:151,Schwefeldioxid,1659735000,15.495833333333332,46.87138888888889,449.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Bockberg,"Bockbergweg, Jöbstl-Arbeiter",Amt der Steiermärkischen Landesregierung
708,06:156,Schwefeldioxid,1659735000,15.882222,47.34806,1180.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Masenberg,"Masenberg, Sender oberhalb von Waldhansl",Amt der Steiermärkischen Landesregierung
709,06:164,Schwefeldioxid,1659735000,15.416603,47.055611,358.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Graz Don Bosco,"Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",Amt der Steiermärkischen Landesregierung
710,06:170,Schwefeldioxid,1659735000,15.43308,47.04172,345.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Graz Süd Tiergartenweg,"Tiergartenweg 10, Ecke Herrgotwiesgasse 190 (B67: 250m)",Amt der Steiermärkischen Landesregierung
711,06:179,Schwefeldioxid,1659735000,15.971852,47.28286,349.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Hartberg Zentrum,"F. Schmidt G., Sparkassenplatz, Parkplatz hinter Bahnhofstr.",Amt der Steiermärkischen Landesregierung
712,07:2110,Schwefeldioxid,1659733200,11.3923611,47.2626194,577.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Innsbruck Zentrum - Fallmerayerstraße,Fallmerayerstraße Ecke Maximilianstrasse,Amt der Tiroler Landesregierung
713,07:2519,Schwefeldioxid,1659733200,11.8718028,47.4285528,519.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Brixlegg Innweg,"Innweg, nördöstlich Gebäude Innweg 16 a",Amt der Tiroler Landesregierung
714,09:SCHA,Schwefeldioxid,1659735000,16.301563,48.23537,319.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Schafberg,"Schafbergbad, Josef Redl Gasse 2, Gstr.Nr. 698/4",Gemeinde Wien - MA22 Umweltschutz
715,09:STAD,Schwefeldioxid,1659735000,16.458345,48.226360833333,159.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Stadlau,"Hausgrundweg 23, Gstr. 254/1",Gemeinde Wien - MA22 Umweltschutz
716,10:ENK1,Schwefeldioxid,1659733200,13.67085,48.39167,525.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Enzenkirchen im Sauwald,"Kriegen, Kapelle",Umweltbundesamt
717,10:PIL1,Schwefeldioxid,1659733200,15.93595,48.7212,315.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Pillersdorf bei Retz,Am Öhlberg,Umweltbundesamt
718,10:ZOE2,Schwefeldioxid,1659735000,14.44095,47.83828,899.0,EPSG:31287,1,HMW,1.0,µg/m³,1,Zöbelboden im Reichraminger Hintergebirge - Wildwiese,"Zöbelboden, Wildwiese",Umweltbundesamt
719,02:F202,Schwefeldioxid,1659733200,14.52998,46.84283,810.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Klein St. Paul - Pemberg,Pemberg,Amt der Kärntner Landesregierung
720,02:WO35,Schwefeldioxid,1659733200,14.891667,46.708333,540.0,EPSG:31287,1,HMW,2.0,µg/m³,1,St. Georgen im Lavanttal - Herzogberg,Herzogberg,Amt der Kärntner Landesregierung
721,03:0103,Schwefeldioxid,1659733200,14.86505,48.179279,465.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Kollmitzberg,"Kollmitzberg, neben GH. Alpenblick",Amt der Niederösterreichischen Landesregierung
722,03:0202,Schwefeldioxid,1659733200,15.9189,48.1051,581.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Forsthof am Schöpfl,Forsthof am Schöpfl,Amt der Niederösterreichischen Landesregierung
723,03:0302,Schwefeldioxid,1659733200,16.675289,48.05004,235.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Stixneusiedl,"Stixneusiedl, Hochbehälter Viehtrift",Amt der Niederösterreichischen Landesregierung
724,03:0401,Schwefeldioxid,1659733200,16.729445,48.33472,161.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Gänserndorf Baumschulweg,Baumschulweg,Amt der Niederösterreichischen Landesregierung
725,03:0801,Schwefeldioxid,1659733200,15.49842,48.72421,556.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Irnfritz - Rothweinsdorf,Rothweinsdorf,Amt der Niederösterreichischen Landesregierung
726,03:1301,Schwefeldioxid,1659733200,16.5788,48.57832,250.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Mistelbach Steinhübel,Hochbehälter Steinhübel,Amt der Niederösterreichischen Landesregierung
727,03:1401,Schwefeldioxid,1659733200,16.3022222,48.0861111,215.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Mödling Bachgasse,Untere Bachgasse (Park vor Schule),Amt der Niederösterreichischen Landesregierung
728,03:1502,Schwefeldioxid,1659733200,15.860277778,47.67027778,890.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Payerbach - Kreuzberg,"Kreuzberg, Althammerhofstraße, Coronakreuz",Amt der Niederösterreichischen Landesregierung
729,03:1701,Schwefeldioxid,1659733200,15.54583333,48.370278,320.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Dunkelsteinerwald - Unterbergern,Unterbergern Bäckerberg,Amt der Niederösterreichischen Landesregierung
730,03:1901,Schwefeldioxid,1659733200,16.0625,48.329445,178.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Tulln Leopoldgasse,"Leopoldgasse 17, am Friedhof bei Grottenthalgasse",Amt der Niederösterreichischen Landesregierung
731,03:2401,Schwefeldioxid,1659733200,16.255,47.81416667,265.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Wiener Neustadt,Neuklosterwiese Sportplatz,Amt der Niederösterreichischen Landesregierung
732,03:2701,Schwefeldioxid,1659733200,16.474444444444444,48.145,155.0,EPSG:31287,1,HMW,2.0,µg/m³,1,"Schwechat Sportplatz, Mühlgasse","Phönix-Sportplatz, Mühlgasse/Radetzkystraße",Amt der Niederösterreichischen Landesregierung
733,04:S156,Schwefeldioxid,1659733200,13.03923,48.257474,350.0,EPSG:31287,1,HMW,2.0,µg/m³,1,"Braunau Zentrum, Kolpingplatz","Kolpingplatz, Ecke Ringstraße 23 (Parkplatz Sonderschule)",Amt der Oberösterreichischen Landesregierung
734,04:S415,Schwefeldioxid,1659733200,14.2977778,48.323333,255.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Linz 24er Turm A7,Heilhammerweg 54 (nahe VÖEST-Brücke der Autobahn),Amt der Oberösterreichischen Landesregierung
735,05:1200,Schwefeldioxid,1659733200,13.03488,47.81565,420.0,EPSG:31287,1,HMW,2.0,µg/m³,1,"Salzburg Lehener Park, Franz Martin-Straße 1",Franz Martin-Straße 1,Amt der Salzburger Landesregierung
736,05:2000,Schwefeldioxid,1659733200,13.09995,47.68259,440.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Hallein B159 Kreisverkehr Salzachtalstr./Europastr.,"Kreisverkehr Hagerkreuzung, S-Seite",Amt der Salzburger Landesregierung
737,05:2100,Schwefeldioxid,1659733200,13.106,47.667,650.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Hallein Winterstall,Winterstallstraße,Amt der Salzburger Landesregierung
738,06:136,Schwefeldioxid,1659735000,15.351111111111,47.12027777778,375.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Judendorf Süd,"Ringsiedlung, Murufer",Amt der Steiermärkischen Landesregierung
739,06:180,Schwefeldioxid,1659735000,15.253333,47.409443,485.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Bruck an der Mur Flurgasse,"Flurgasse 2, Ecke Oberdorfer Straße",Amt der Steiermärkischen Landesregierung
740,06:191,Schwefeldioxid,1659735000,15.3232,47.1357,382.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Gratwein,Aufeldstraße,Amt der Steiermärkischen Landesregierung
741,09:KE,Schwefeldioxid,1659735000,16.476051,48.156708,158.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Kaiser-Ebersdorf,"Kaiserebersdorf, Alberner Straße 8 (Umspannwerk) (A4 160m)",Gemeinde Wien - MA22 Umweltschutz
742,09:STEF,Schwefeldioxid,1659735000,16.3732536111111,48.20815,172.0,EPSG:31287,1,HMW,2.0,µg/m³,1,Stephansplatz,"Stephansdom, Kerzenkammer östlich des Südturmes, 1. Stock",Gemeinde Wien - MA22 Umweltschutz
743,01:0001,Schwefeldioxid,1659735000,16.52617,47.8401138,165.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Eisenstadt Laschoberstraße,"Laschoberstraße, östlich Kreisverkehr Ruster Straße",Amt der Burgenländischen Landesregierung
744,01:0003,Schwefeldioxid,1659735000,17.0703159,48.1091532,136.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Kittsee,Neurisse - Brunnenfeld ,Amt der Burgenländischen Landesregierung
745,01:0004,Schwefeldioxid,1659735000,16.32875,47.77907,254.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Bad Sauerbrunn,Freiwillige Feuerwehr,Amt der Burgenländischen Landesregierung
746,03:0301,Schwefeldioxid,1659733200,16.95787,48.1442,180.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Hainburg Krankenhaus,"Parkplatz Bezirkskrankenhaus, Florianistraße",Amt der Niederösterreichischen Landesregierung
747,03:0601,Schwefeldioxid,1659733200,16.31395,48.30246,260.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Klosterneuburg Meynertgasse,"Meynertgasse, südwestlich vom Wasserhochbehälter",Amt der Niederösterreichischen Landesregierung
748,03:1903,Schwefeldioxid,1659733200,15.8578,48.331,192.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Trasdorf im Tullnerfeld,Kaindorfer Straße,Amt der Niederösterreichischen Landesregierung
749,03:2301,Schwefeldioxid,1659733200,15.6325,48.2116,270.0,EPSG:31287,1,HMW,3.0,µg/m³,1,St. Pölten Eybnerstraße,"Eybnerstraße, hinter D. Gran-Str. 16, Sportpl. Sonderschule",Amt der Niederösterreichischen Landesregierung
750,04:S416,Schwefeldioxid,1659735000,14.31479,48.27329,265.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Linz Neue Welt,"Wiener Straße 233, Straßenbahnstation Neue Welt",Amt der Oberösterreichischen Landesregierung
751,09:A23,Schwefeldioxid,1659735000,16.43455,48.20306,162.0,EPSG:31287,1,HMW,3.0,µg/m³,1,A23 Südosttangente/Wehlistraße,"Wehlistraße 366, Gstr.Nr.2157/250",Gemeinde Wien - MA22 Umweltschutz
752,09:ZA,Schwefeldioxid,1659735000,16.357079,48.248993,210.0,EPSG:31287,1,HMW,3.0,µg/m³,1,Hohe Warte,"Hohe Warte 38, Zentralanstalt für Meteorologie u. Geodynamik",Gemeinde Wien - MA22 Umweltschutz
753,03:2501,Schwefeldioxid,1659733200,15.619166,48.40861,200.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Krems,"St.Paul-Gasse/Rechte Kremszeile 54, Sportplatz",Amt der Niederösterreichischen Landesregierung
754,04:S173,Schwefeldioxid,1659733200,14.3665,48.27975,250.0,EPSG:31287,1,HMW,4.0,µg/m³,1,"Steyregg Au, Freizeitpark","Altau, Freizeitpark, Am See 2",Amt der Oberösterreichischen Landesregierung
755,04:S406,Schwefeldioxid,1659735000,14.0366,48.1649,316.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Wels Linzerstraße,"Linzerstr. 85 (Wind auf Berufsschule, 25m), 230 m v. B137",Amt der Oberösterreichischen Landesregierung
756,05:1066,Schwefeldioxid,1659729600,13.043333,47.8055556,430.0,EPSG:31287,1,HMW,4.0,µg/m³,1,Salzburg Mirabellplatz,Mirabellplatz,Amt der Salzburger Landesregierung
757,06:135,Schwefeldioxid,1659735000,15.339166666666667,47.11305555555556,454.0,EPSG:31287,1,HMW,5.0,µg/m³,1,Straßengel Kirche,Straßengel Kirche,Amt der Steiermärkischen Landesregierung
758,04:S407,Schwefeldioxid,1659735000,13.6676111,48.0008965,420.0,EPSG:31287,1,HMW,10.0,µg/m³,1,"Vöcklabruck, Untere Agergasse",Untere Agergasse 14,Amt der Oberösterreichischen Landesregierung
